id,application,owner,link,score_us,score_br,score_ng,score_in,score_de,score_au
id6448849666,Bible Chat: Daily Devotional,Bookvitals APP SRL,https://apps.apple.com/us/app/bible-chat-daily-devotional/id6448849666,0.01639344262295082,0,0,0,0,0
/id351727428,Venmo,Venmo,https://apps.apple.com/us/app/venmo/id351727428,0.016129032258064516,0,0,0,0,0
/id447188370,Snapchat,"Snap, Inc.",https://apps.apple.com/us/app/snapchat/id447188370,0.015873015873015872,0,0.041666666666666664,0.02702702702702703,0.01098901098901099,0
/id497387361,Taco Bell Fast Food & Delivery,Taco Bell,https://apps.apple.com/us/app/taco-bell-fast-food-delivery/id497387361,0.015625,0,0,0,0,0
/id293622097,Google Earth,Google,https://apps.apple.com/us/app/google-earth/id293622097,0.015384615384615385,0,0,0,0,0
/id535509415,Costco,Costco Wholesale Corporation,https://apps.apple.com/us/app/costco/id535509415,0.015151515151515152,0,0,0,0,0
/id401626263,Airbnb,"Airbnb, Inc.",https://apps.apple.com/us/app/airbnb/id401626263,0.014925373134328358,0.02857142857142857,0,0,0.015151515151515152,0.02
/id722804810,Gopuff - Food & Drink Delivery,Gopuff,https://apps.apple.com/us/app/gopuff-food-drink-delivery/id722804810,0.014705882352941176,0,0,0,0,0
id6754372323,Tea App for Women: TeaOnHim,Calipsio,https://apps.apple.com/us/app/tea-app-for-women-teaonhim/id6754372323,0.014492753623188406,0,0,0,0,0
id1111876388,T-Life,T-Mobile,https://apps.apple.com/us/app/t-life/id1111876388,0.014285714285714285,0,0,0,0,0
/id297430070,Target,Target,https://apps.apple.com/us/app/target/id297430070,0.014084507042253521,0,0,0,0,0
/id282935706,Bible,Life.Church,https://apps.apple.com/us/app/bible/id282935706,0.013888888888888888,0,0.02564102564102564,0,0,0
id1631584032,PLAYFUL REWARDS: Earn Rewards,Playful Rewards,https://apps.apple.com/us/app/playful-rewards-earn-rewards/id1631584032,0.0136986301369863,0,0,0,0,0
/id962194608,Google Photos: Backup & Edit,Google,https://apps.apple.com/us/app/google-photos-backup-edit/id962194608,0.013513513513513514,0.015873015873015872,0,0.014492753623188406,0,0
/id436491861,Domino's Pizza USA,Domino's Pizza LLC,https://apps.apple.com/us/app/dominos-pizza-usa/id436491861,0.013333333333333334,0,0,0,0,0
id1058959277,Uber Eats: Food & Groceries,"Uber Technologies, Inc.",https://apps.apple.com/us/app/uber-eats-food-groceries/id1058959277,0.013157894736842105,0,0,0,0.09090909090909091,0.017857142857142856
id1514665962,Underdog Sports,"Underdog Sports, Inc.",https://apps.apple.com/us/app/underdog-sports/id1514665962,0.012987012987012988,0,0,0,0,0
/id507874739,Google Drive,Google,https://apps.apple.com/us/app/google-drive/id507874739,0.01282051282051282,0.014492753623188406,0.014925373134328358,0.017543859649122806,0.010101010101010102,0.012987012987012988
/id842842640,Google Docs,Google,https://apps.apple.com/us/app/google-docs/id842842640,0.012658227848101266,0,0,0,0,0
id1450175505,Giftful - Wishlist & Registry,Giftful LLC,https://apps.apple.com/us/app/giftful-wishlist-registry/id1450175505,0.0125,0,0,0,0,0
/id926252661,Ring - Always Home,Ring.com,https://apps.apple.com/us/app/ring-always-home/id926252661,0.012345679012345678,0,0,0,0,0
id1632713844,Kalshi: Trade the Future,KalshiEX LLC,https://apps.apple.com/us/app/kalshi-trade-the-future/id1632713844,0.012195121951219513,0,0,0,0,0
id6448176203,GoodShort - Short Dramas Hub,SINGAPORE NEW READING TECHNOLOGY PTE. LTD.,https://apps.apple.com/us/app/goodshort-short-dramas-hub/id6448176203,0.012048192771084338,0,0.012195121951219513,0,0,0
/id570060128,Duolingo - Language Lessons,Duolingo,https://apps.apple.com/us/app/duolingo-language-lessons/id570060128,0.011904761904761904,0.010309278350515464,0,0,0.045454545454545456,0
id1673723000,Duet Dating App: Chat & Meet,WINK TECH LIMITED,https://apps.apple.com/us/app/duet-dating-app-chat-meet/id1673723000,0.011764705882352941,0,0,0,0,0
id6449206831,"Scoopz: Real Life, Real Videos","Local AI, Inc.",https://apps.apple.com/us/app/scoopz-real-life-real-videos/id6449206831,0.011627906976744186,0,0,0,0,0
id1494523953,OnePay â Mobile Banking,"One Finance, Inc.",https://apps.apple.com/us/app/onepay-mobile-banking/id1494523953,0.011494252873563218,0,0,0,0,0
id1413721906,FanDuel Sportsbook & Casino,"FanDuel, Inc.",https://apps.apple.com/us/app/fanduel-sportsbook-casino/id1413721906,0.011363636363636364,0,0,0,0,0
/id518684914,Depop | Buy & Sell Clothing,Depop Ltd,https://apps.apple.com/us/app/depop-buy-sell-clothing/id518684914,0.011235955056179775,0,0,0,0,0.034482758620689655
id6738967378,"Edits, an Instagram app","Instagram, Inc.",https://apps.apple.com/us/app/edits-an-instagram-app/id6738967378,0.011111111111111112,0.043478260869565216,0,0.09090909090909091,0.0136986301369863,0.017241379310344827
/id393328150,Sephora US: Makeup & Skincare,"Sephora USA, Inc",https://apps.apple.com/us/app/sephora-us-makeup-skincare/id393328150,0.01098901098901099,0,0,0,0,0
id6742152082,Aritzia,Aritzia LP,https://apps.apple.com/us/app/aritzia/id6742152082,0.010869565217391304,0,0,0,0,0
id6443686328,Link to Windows,Microsoft Corporation,https://apps.apple.com/us/app/link-to-windows/id6443686328,0.010752688172043012,0,0,0,0,0.011764705882352941
/id407558537,Capital One Mobile,Capital One,https://apps.apple.com/us/app/capital-one-mobile/id407558537,0.010638297872340425,0,0,0,0,0
/id477128284,"Etsy: Shop Home, Style & More","Etsy, Inc.",https://apps.apple.com/us/app/etsy-shop-home-style-more/id477128284,0.010526315789473684,0,0,0,0,0
/id282614216,eBay online shopping & selling,eBay Inc.,https://apps.apple.com/us/app/ebay-online-shopping-selling/id282614216,0.010416666666666666,0,0,0,0.0125,0
/id842849113,Google Sheets,Google,https://apps.apple.com/us/app/google-sheets/id842849113,0.010309278350515464,0,0,0.010526315789473684,0,0
id1510944943,Cleanup: Phone Storage Cleaner,DEEP FLOW SOFTWARE SERVICES,https://apps.apple.com/us/app/cleanup-phone-storage-cleaner/id1510944943,0.01020408163265306,0.010101010101010102,0,0.012195121951219513,0,0
id1542571008,Gauth: AI Study Companion,GAUTHTECH PTE. LTD.,https://apps.apple.com/us/app/gauth-ai-study-companion/id1542571008,0.010101010101010102,0,0,0,0,0
id1451754591,DoorDash - Dasher,"DoorDash, Inc.",https://apps.apple.com/us/app/doordash-dasher/id1451754591,0.01,0,0,0,0,0
id1481812175,Shopee: 11.11 A Maior Liquida,SHPS I Private Limited,https://apps.apple.com/br/app/shopee-11-11-a-maior-liquida/id1481812175,0,0.14285714285714285,0,0,0,0
/id483017239,iFood: pedir delivery em casa,iFood,https://apps.apple.com/br/app/ifood-pedir-delivery-em-casa/id483017239,0,0.125,0,0,0,0
/id463624852,Mercado Livre: Compras Online,MercadoLibre,https://apps.apple.com/br/app/mercado-livre-compras-online/id463624852,0,0.1111111111111111,0,0,0,0
id6752767765,Reader Progre: Movie Blind Bag,Nguyen Thi Hoai Thuong,https://apps.apple.com/br/app/reader-progre-movie-blind-bag/id6752767765,0,0.1,0,0,0,0
/id553663691,"99: Corridas, Food, Pay",99 Taxis Desenvolvimento de Softwares Ltda. - Epp,https://apps.apple.com/br/app/99-corridas-food-pay/id553663691,0,0.09090909090909091,0,0,0,0
/id925436649,Mercado Pago: banco digital,MercadoLibre,https://apps.apple.com/br/app/mercado-pago-banco-digital/id925436649,0,0.058823529411764705,0,0,0,0
/id891130066,Magalu: compras com descontos,Luiza Lab Consultoria em Inovacao Ltda,https://apps.apple.com/br/app/magalu-compras-com-descontos/id891130066,0,0.05,0,0,0,0
/id536321738,"Globoplay: Novelas, sÃ©ries e +",GLOBO COM. E PART. S/A,https://apps.apple.com/br/app/globoplay-novelas-s%C3%A9ries-e/id536321738,0,0.047619047619047616,0,0,0,0
id1506827551,gov.br,Servicos e Informacoes do Brasil,https://apps.apple.com/br/app/gov-br/id1506827551,0,0.045454545454545456,0,0,0,0
id1102452668,Serasa: Consulta CPF e Score,Serasa Experian,https://apps.apple.com/br/app/serasa-consulta-cpf-e-score/id1102452668,0,0.041666666666666664,0,0,0,0
id6754314675,Comp Study: Plant Records,Deniz KARABOCEK,https://apps.apple.com/br/app/comp-study-plant-records/id6754314675,0,0.038461538461538464,0,0,0,0
id1070070438,ZÃ© Delivery,"EMPRESARIOS DETALLISTAS DE MEXICO, S.A. DE C.V.",https://apps.apple.com/br/app/z%C3%A9-delivery/id1070070438,0,0.03571428571428571,0,0,0,0
/id814456780,"Nubank: Conta, CartÃ£o e mais",NU PAGAMENTOS S/A INSTITUICAO DE PAGAMENTO,https://apps.apple.com/br/app/nubank-conta-cart%C3%A3o-e-mais/id814456780,0,0.034482758620689655,0,0,0,0
/id839711154,"Inter: Conta, CartÃ£o e Pix",Banco Inter,https://apps.apple.com/br/app/inter-conta-cart%C3%A3o-e-pix/id839711154,0,0.02702702702702703,0,0,0,0
id6698865377,"YouCinE, novos filmes sÃ©ries",yassine khajjou,https://apps.apple.com/br/app/youcine-novos-filmes-s%C3%A9ries/id6698865377,0,0.02631578947368421,0,0,0,0
id1422471180,Dazz Cam - Vintage Camera & 3D,DAZZ PTE. LTD.,https://apps.apple.com/br/app/dazz-cam-vintage-camera-3d/id1422471180,0,0.023809523809523808,0,0,0,0
id1506929912,"InfinitePay Tap, Conta, CartÃ£o","CloudWalk, Inc.",https://apps.apple.com/br/app/infinitepay-tap-conta-cart%C3%A3o/id1506929912,0,0.023255813953488372,0,0,0,0
id6749051716,Comp Study - Cine Mood,Trang Dao My,https://apps.apple.com/br/app/comp-study-cine-mood/id6749051716,0,0.022727272727272728,0,0,0,0
/id426826309,"Strava: corrida, pedal, trilha","Strava, Inc.",https://apps.apple.com/br/app/strava-corrida-pedal-trilha/id426826309,0,0.022222222222222223,0,0,0,0.011363636363636364
id1546127285,JET â scooter sharing,"Jet Sharing, TOO",https://apps.apple.com/br/app/jet-scooter-sharing/id1546127285,0,0.021739130434782608,0,0,0,0
id6670430706,DramaWave - Dramas & Reels,SKYWORK AI PTE LTD,https://apps.apple.com/br/app/dramawave-dramas-reels/id6670430706,0,0.02127659574468085,0,0,0,0
id1114009187,McDonald's: Cupons e Delivery,Arcos Dorados Latin America,https://apps.apple.com/br/app/mcdonalds-cupons-e-delivery/id1114009187,0,0.020833333333333332,0,0,0,0
id1485509764,Reports + Unfollowers Insights,FAMEDMOBILE MARKET LIMITED,https://apps.apple.com/br/app/reports-unfollowers-insights/id1485509764,0,0.02040816326530612,0,0,0,0
/id561524792,"PicPay: Conta, CartÃ£o e Pix",PicPay Apps,https://apps.apple.com/br/app/picpay-conta-cart%C3%A3o-e-pix/id561524792,0,0.02,0,0,0,0
id6505045943,Clip&Cut - Editor de videos,"Hunan Bailimu Technology Co., Ltdz",https://apps.apple.com/br/app/clip-cut-editor-de-videos/id6505045943,0,0.0196078431372549,0,0.012048192771084338,0,0
/id323229106,Waze â GPS e TrÃ¢nsito ao vivo,Waze Inc.,https://apps.apple.com/br/app/waze-gps-e-tr%C3%A2nsito-ao-vivo/id323229106,0,0.019230769230769232,0,0,0,0.03571428571428571
id1489108782,MadeiraMadeira: compras online,MadeiraMadeira SA,https://apps.apple.com/br/app/madeiramadeira-compras-online/id1489108782,0,0.018867924528301886,0,0,0,0
id1558240027,Meta AI,"Meta Platforms, Inc.",https://apps.apple.com/br/app/meta-ai/id1558240027,0,0.018518518518518517,0.0196078431372549,0.02127659574468085,0,0
/id692808319,OLX - Comprar e vender online,bomnegÃ³cio.com,https://apps.apple.com/br/app/olx-comprar-e-vender-online/id692808319,0,0.017857142857142856,0,0,0,0
id1386412985,WhatsApp Business,WhatsApp Inc.,https://apps.apple.com/br/app/whatsapp-business/id1386412985,0,0.017543859649122806,0.09090909090909091,0.021739130434782608,0,0
id6447586622,Nike App - Black Friday,Fisia,https://apps.apple.com/br/app/nike-app-black-friday/id6447586622,0,0.017241379310344827,0,0,0,0
id6504798650,Bible Path: Devocional DiÃ¡rio,DEEP FLOW SOFTWARE SERVICES,https://apps.apple.com/br/app/bible-path-devocional-di%C3%A1rio/id6504798650,0,0.016666666666666666,0,0,0,0
/id886443637,Netshoes: Black November,Netshoes,https://apps.apple.com/br/app/netshoes-black-november/id886443637,0,0.01639344262295082,0,0,0,0
/id490813624,CAIXA,Caixa EconÃ´mica Federal,https://apps.apple.com/br/app/caixa/id490813624,0,0.016129032258064516,0,0,0,0
/id526829675,Minha Claro,Claro S A,https://apps.apple.com/br/app/minha-claro/id526829675,0,0.015625,0,0,0,0
id1470373330,Remini - RealÃ§ador de Fotos IA,Bending Spoons Apps ApS,https://apps.apple.com/br/app/remini-real%C3%A7ador-de-fotos-ia/id1470373330,0,0.015384615384615385,0,0,0,0
id6751533724,Read Progre: Movie Cine Puzzle,Trinh Thi Ngoc Linh,https://apps.apple.com/br/app/read-progre-movie-cine-puzzle/id6751533724,0,0.015151515151515152,0,0,0,0
/id547702041,Tinder - app de relacionamento,Tinder LLC,https://apps.apple.com/br/app/tinder-app-de-relacionamento/id547702041,0,0.014925373134328358,0,0,0,0
id6744358897,Langlearn: InglÃªs com IA,AIFLAME TECHNOLOGY PTE. LTD.,https://apps.apple.com/br/app/langlearn-ingl%C3%AAs-com-ia/id6744358897,0,0.014705882352941176,0,0,0,0
id6749971228,Jeitto: CrÃ©dito e Pagamentos,Jeitto Instituicao de Pagamento LTDA,https://apps.apple.com/br/app/jeitto-cr%C3%A9dito-e-pagamentos/id6749971228,0,0.014285714285714285,0,0,0,0
/id474505665,"Banco ItaÃº: Conta, CartÃ£o e +",ItaÃº Unibanco S.A.,https://apps.apple.com/br/app/banco-ita%C3%BA-conta-cart%C3%A3o-e/id474505665,0,0.014084507042253521,0,0,0,0
id1295257499,Carteira de Trabalho Digital,Servicos e Informacoes do Brasil,https://apps.apple.com/br/app/carteira-de-trabalho-digital/id1295257499,0,0.013333333333333334,0,0,0,0
id1453444814,GymRats Â· Desafio fitness,"Avocado Apps, LLC",https://apps.apple.com/br/app/gymrats-desafio-fitness/id1453444814,0,0.013157894736842105,0,0,0,0
id1458740001,Sticker.ly - Sticker Maker,NAVER Z Corporation,https://apps.apple.com/br/app/sticker-ly-sticker-maker/id1458740001,0,0.01282051282051282,0,0,0,0
/id993672585,MÃ©liuz: Cashback e Nota Fiscal,MÃ©liuz,https://apps.apple.com/br/app/m%C3%A9liuz-cashback-e-nota-fiscal/id993672585,0,0.012658227848101266,0,0,0,0
id1439422220,Controle remoto universal TV Â·,KRAFTWERK 9 LTD,https://apps.apple.com/br/app/controle-remoto-universal-tv/id1439422220,0,0.012345679012345678,0,0,0,0
id1038369065,Flo: diÃ¡rio de ciclo menstrual,FLO HEALTH UK LIMITED,https://apps.apple.com/br/app/flo-di%C3%A1rio-de-ciclo-menstrual/id1038369065,0,0.012195121951219513,0,0,0,0
id1275057217,Carteira Digital de TrÃ¢nsito,Servicos e Informacoes do Brasil,https://apps.apple.com/br/app/carteira-digital-de-tr%C3%A2nsito/id1275057217,0,0.012048192771084338,0,0,0,0
/id367003839,Ofertas de viagem Booking.com,Booking.com,https://apps.apple.com/br/app/ofertas-de-viagem-booking-com/id367003839,0,0.011904761904761904,0,0,0.02564102564102564,0.020833333333333332
id1243048358,Meu INSS - Central de ServiÃ§os,Servicos e Informacoes do Brasil,https://apps.apple.com/br/app/meu-inss-central-de-servi%C3%A7os/id1243048358,0,0.011764705882352941,0,0,0,0
/id613365711,Banco Santander Brasil,Banco Santander (Brasil) S.A.,https://apps.apple.com/br/app/banco-santander-brasil/id613365711,0,0.011627906976744186,0,0,0,0
id1038441027,FGTS,Caixa EconÃ´mica Federal,https://apps.apple.com/br/app/fgts/id1038441027,0,0.011494252873563218,0,0,0,0
/id583990782,Decolar: Voos e HotÃ©is,Decolar.com,https://apps.apple.com/br/app/decolar-voos-e-hot%C3%A9is/id583990782,0,0.011363636363636364,0,0,0,0
id1295116265,Burger King Brasil,Burger King Brasil,https://apps.apple.com/br/app/burger-king-brasil/id1295116265,0,0.011111111111111112,0,0,0,0
id1580559166,SEPHORA: Maquiagem e Perfumes,SEPHORA: Maquiagem e Perfumes,https://apps.apple.com/br/app/sephora-maquiagem-e-perfumes/id1580559166,0,0.01098901098901099,0,0,0,0
/id475915064,Vivo,VIVO,https://apps.apple.com/br/app/vivo/id475915064,0,0.010869565217391304,0,0,0,0
id1154266372,Santander Way,Banco Santander (Brasil) S.A.,https://apps.apple.com/br/app/santander-way/id1154266372,0,0.010752688172043012,0,0,0,0
id1485424267,CAIXA Tem,Caixa EconÃ´mica Federal,https://apps.apple.com/br/app/caixa-tem/id1485424267,0,0.010638297872340425,0,0,0,0
/id567763947,Lojas Renner - Comprar Roupas,Lojas Renner,https://apps.apple.com/br/app/lojas-renner-comprar-roupas/id567763947,0,0.010526315789473684,0,0,0,0
id1463463143,"C6 Bank: CartÃ£o, conta e mais!",C6 Bank,https://apps.apple.com/br/app/c6-bank-cart%C3%A3o-conta-e-mais/id1463463143,0,0.010416666666666666,0,0,0,0
/id330984271,"BB: Banco, Conta, Pix, CartÃ£o",Banco do Brasil,https://apps.apple.com/br/app/bb-banco-conta-pix-cart%C3%A3o/id330984271,0,0.01020408163265306,0,0,0,0
